item,count,rank
36426,4,32111
100591,4,32111
100595,4,32111
100647,4,32111
36405,4,32111
180103,4,32111
36286,4,32111
180087,4,32111
180075,4,32111
180073,4,32111
100942,4,32111
179989,4,32111
179985,4,32111
101666,4,32111
179507,4,32111
179503,4,32111
179097,4,32111
179089,4,32111
102403,4,32111
102415,4,32111
102417,4,32111
102419,4,32111
179049,4,32111
179025,4,32111
179021,4,32111
179017,4,32111
179015,4,32111
102495,4,32111
178957,4,32111
178949,4,32111
178917,4,32111
178911,4,32111
202417,4,32111
33994,4,32111
178851,4,32111
102765,4,32111
178775,4,32111
102821,4,32111
102828,4,32111
102899,4,32111
179093,4,32111
202415,4,32111
179499,4,32111
179109,4,32111
202335,4,32111
179421,4,32111
101799,4,32111
101803,4,32111
101833,4,32111
179381,4,32111
101855,4,32111
101954,4,32111
34371,4,32111
34234,4,32111
179251,4,32111
34224,4,32111
202395,4,32111
179217,4,32111
179213,4,32111
102119,4,32111
179179,4,32111
202399,4,32111
102180,4,32111
179149,4,32111
179131,4,32111
179117,4,32111
102373,4,32111
176677,4,32111
173841,4,32111
151416,4,32111
144336,4,32111
142268,4,32111
127449,4,32111
152230,4,32111
127451,4,32111
140112,4,32111
135460,4,32111
136950,4,32111
135464,4,32111
146262,4,32111
142302,4,32111
140102,4,32111
128231,4,32111
146295,4,32111
148402,4,32111
142342,4,32111
133865,4,32111
132537,4,32111
135470,4,32111
151589,4,32111
139383,4,32111
148392,4,32111
131100,4,32111
132563,4,32111
132571,4,32111
137042,4,32111
142260,4,32111
131174,4,32111
135262,4,32111
131178,4,32111
135412,4,32111
129812,4,32111
142146,4,32111
137924,4,32111
133974,4,32111
140154,4,32111
146200,4,32111
132338,4,32111
132364,4,32111
132366,4,32111
140137,4,32111
135915,4,32111
142214,4,32111
139331,4,32111
132370,4,32111
135432,4,32111
146230,4,32111
142232,4,32111
129849,4,32111
132412,4,32111
148454,4,32111
148452,4,32111
132436,4,32111
137958,4,32111
128516,4,32111
137040,4,32111
140082,4,32111
129925,4,32111
135476,4,32111
148176,4,32111
136554,4,32111
131058,4,32111
150788,4,32111
148170,4,32111
133792,4,32111
133775,4,32111
140024,4,32111
139461,4,32111
139463,4,32111
151623,4,32111
152137,4,32111
140006,4,32111
142529,4,32111
132688,4,32111
152133,4,32111
133749,4,32111
131015,4,32111
135547,4,32111
139992,4,32111
133727,4,32111
139986,4,32111
128776,4,32111
131011,4,32111
131009,4,32111
131060,4,32111
148178,4,32111
136558,4,32111
129949,4,32111
129927,4,32111
127575,4,32111
132586,4,32111
131082,4,32111
146325,4,32111
139387,4,32111
152181,4,32111
152179,4,32111
142416,4,32111
133830,4,32111
136255,4,32111
148276,4,32111
135893,4,32111
146342,4,32111
146352,4,32111
139399,4,32111
138020,4,32111
139405,4,32111
151599,4,32111
132666,4,32111
131064,4,32111
133810,4,32111
148192,4,32111
140042,4,32111
146186,4,32111
152266,4,32111
134004,4,32111
129640,4,32111
141727,4,32111
132018,4,32111
150016,4,32111
138740,4,32111
139229,4,32111
132054,4,32111
131300,4,32111
151503,4,32111
129516,4,32111
140249,4,32111
129518,4,32111
137819,4,32111
129522,4,32111
129524,4,32111
134298,4,32111
141828,4,32111
148848,4,32111
139245,4,32111
139249,4,32111
136612,4,32111
127274,4,32111
137353,4,32111
132094,4,32111
134278,4,32111
129532,4,32111
146034,4,32111
148886,4,32111
141716,4,32111
141658,4,32111
151487,4,32111
138760,4,32111
148942,4,32111
131359,4,32111
135294,4,32111
144616,4,32111
135300,4,32111
141650,4,32111
141656,4,32111
151493,4,32111
131347,4,32111
134409,4,32111
134381,4,32111
129492,4,32111
131341,4,32111
152421,4,32111
132008,4,32111
148892,4,32111
136188,4,32111
148890,4,32111
150014,4,32111
136202,4,32111
136778,4,32111
141710,4,32111
129536,4,32111
134268,4,32111
134011,4,32111
128836,4,32111
127296,4,32111
150054,4,32111
148695,4,32111
129711,4,32111
132190,4,32111
150060,4,32111
136574,4,32111
140184,4,32111
142012,4,32111
138686,4,32111
152288,4,32111
131260,4,32111
132232,4,32111
146136,4,32111
129751,4,32111
134071,4,32111
142054,4,32111
148638,4,32111
127333,4,32111
150072,4,32111
136225,4,32111
142076,4,32111
142078,4,32111
150076,4,32111
132284,4,32111
140198,4,32111
150048,4,32111
136210,4,32111
148769,4,32111
132114,4,32111
134256,4,32111
148797,4,32111
128269,4,32111
141896,4,32111
148781,4,32111
140224,4,32111
152340,4,32111
139275,4,32111
152338,4,32111
141904,4,32111
141920,4,32111
134172,4,32111
141922,4,32111
135378,4,32111
129667,4,32111
152330,4,32111
141934,4,32111
135398,4,32111
129673,4,32111
151537,4,32111
134176,4,32111
137150,4,32111
146112,4,32111
144190,4,32111
130996,4,32111
148091,4,32111
143585,4,32111
133293,4,32111
143685,4,32111
139624,4,32111
143681,4,32111
147338,4,32111
143668,4,32111
132898,4,32111
136375,4,32111
147308,4,32111
135735,4,32111
143649,4,32111
143091,4,32111
127999,4,32111
143098,4,32111
143635,4,32111
139793,4,32111
138464,4,32111
135673,4,32111
150459,4,32111
147272,4,32111
132918,4,32111
139777,4,32111
130574,4,32111
130604,4,32111
130614,4,32111
137270,4,32111
132894,4,32111
151961,4,32111
137210,4,32111
151753,4,32111
127881,4,32111
138498,4,32111
143815,4,32111
133375,4,32111
138226,4,32111
143791,4,32111
142983,4,32111
151979,4,32111
139829,4,32111
151975,4,32111
150399,4,32111
130426,4,32111
133337,4,32111
143755,4,32111
127991,4,32111
139614,4,32111
151967,4,32111
150663,4,32111
147392,4,32111
136421,4,32111
127995,4,32111
133315,4,32111
133313,4,32111
143595,4,32111
143207,4,32111
136433,4,32111
133239,4,32111
143496,4,32111
133091,4,32111
130744,4,32111
137224,4,32111
151903,4,32111
128025,4,32111
147092,4,32111
139687,4,32111
151898,4,32111
133071,4,32111
143379,4,32111
128624,4,32111
138400,4,32111
136395,4,32111
143383,4,32111
135706,4,32111
143452,4,32111
147070,4,32111
135711,4,32111
133055,4,32111
143414,4,32111
136814,4,32111
143418,4,32111
143432,4,32111
150592,4,32111
143335,4,32111
147118,4,32111
143333,4,32111
143283,4,32111
128675,4,32111
143561,4,32111
130660,4,32111
146934,4,32111
138456,4,32111
146942,4,32111
143263,4,32111
138304,4,32111
135681,4,32111
143267,4,32111
137012,4,32111
138432,4,32111
135699,4,32111
128616,4,32111
138424,4,32111
147178,4,32111
150619,4,32111
143299,4,32111
139741,4,32111
150617,4,32111
147138,4,32111
150554,4,32111
147134,4,32111
143305,4,32111
146734,4,32111
135637,4,32111
142572,4,32111
133559,4,32111
146564,4,32111
138570,4,32111
144092,4,32111
138128,4,32111
147889,4,32111
142679,4,32111
142685,4,32111
127695,4,32111
133579,4,32111
147859,4,32111
138566,4,32111
142707,4,32111
139549,4,32111
150732,4,32111
130972,4,32111
136499,4,32111
128740,4,32111
128163,4,32111
147817,4,32111
144029,4,32111
130271,4,32111
150722,4,32111
147752,4,32111
142754,4,32111
142770,4,32111
150742,4,32111
130217,4,32111
130198,4,32111
132760,4,32111
148089,4,32111
139499,4,32111
152117,4,32111
133661,4,32111
139505,4,32111
150280,4,32111
142600,4,32111
127650,4,32111
135846,4,32111
130140,4,32111
130986,4,32111
150292,4,32111
151663,4,32111
146509,4,32111
146511,4,32111
127665,4,32111
144146,4,32111
144140,4,32111
151649,4,32111
144136,4,32111
142654,4,32111
146552,4,32111
128179,4,32111
130173,4,32111
151685,4,32111
128719,4,32111
133415,4,32111
150716,4,32111
130934,4,32111
135605,4,32111
150700,4,32111
127863,4,32111
146700,4,32111
133473,4,32111
150356,4,32111
132826,4,32111
150360,4,32111
130376,4,32111
127873,4,32111
138186,4,32111
139580,4,32111
137280,4,32111
151727,4,32111
128580,4,32111
142907,4,32111
133429,4,32111
142913,4,32111
142915,4,32111
133423,4,32111
146720,4,32111
142923,4,32111
135809,4,32111
139849,4,32111
146666,4,32111
152023,4,32111
138520,4,32111
135583,4,32111
137282,4,32111
133555,4,32111
127728,4,32111
139883,4,32111
130958,4,32111
139559,4,32111
152035,4,32111
130326,4,32111
150346,4,32111
142805,4,32111
133543,4,32111
128157,4,32111
135591,4,32111
143986,4,32111
143980,4,32111
147702,4,32111
130336,4,32111
136299,4,32111
147680,4,32111
127843,4,32111
135587,4,32111
138172,4,32111
146660,4,32111
127857,4,32111
129476,4,32111
142156,4,32111
150916,4,32111
127222,4,32111
135186,4,32111
138892,4,32111
144790,4,32111
149292,4,32111
131590,4,32111
138894,4,32111
134869,4,32111
128362,4,32111
145702,4,32111
127035,4,32111
135951,4,32111
145048,4,32111
149620,4,32111
134613,4,32111
137670,4,32111
152767,4,32111
131816,4,32111
149472,4,32111
141375,4,32111
131588,4,32111
149612,4,32111
127176,4,32111
149594,4,32111
134810,4,32111
141333,4,32111
140872,4,32111
129335,4,32111
134815,4,32111
140453,4,32111
138890,4,32111
140866,4,32111
137445,4,32111
140860,4,32111
141355,4,32111
140854,4,32111
149902,4,32111
136830,4,32111
141369,4,32111
136828,4,32111
145374,4,32111
144772,4,32111
149330,4,32111
141424,4,32111
139183,4,32111
152507,4,32111
137723,4,32111
144750,4,32111
140403,4,32111
149770,4,32111
151105,4,32111
145312,4,32111
141426,4,32111
138774,4,32111
149124,4,32111
141430,4,32111
131720,4,32111
149668,4,32111
145285,4,32111
140791,4,32111
151449,4,32111
135214,4,32111
128985,4,32111
131856,4,32111
128297,4,32111
129389,4,32111
131508,4,32111
149172,4,32111
131596,4,32111
145751,4,32111
145362,4,32111
131500,4,32111
149640,4,32111
149642,4,32111
152772,4,32111
145360,4,32111
134597,4,32111
131604,4,32111
140415,4,32111
140413,4,32111
136756,4,32111
145333,4,32111
139159,4,32111
149328,4,32111
137403,4,32111
139036,4,32111
139104,4,32111
152656,4,32111
128870,4,32111
140996,4,32111
149428,4,32111
140990,4,32111
129195,4,32111
138800,4,32111
131788,4,32111
152647,4,32111
144980,4,32111
149408,4,32111
145570,4,32111
140533,4,32111
144970,4,32111
144972,4,32111
151369,4,32111
151040,4,32111
144974,4,32111
140519,4,32111
145466,4,32111
138816,4,32111
149484,4,32111
144920,4,32111
141062,4,32111
134743,4,32111
134745,4,32111
135121,4,32111
145500,4,32111
131542,4,32111
137076,4,32111
149456,4,32111
144930,4,32111
151054,4,32111
149444,4,32111
141108,4,32111
144940,4,32111
145496,4,32111
141110,4,32111
141008,4,32111
141179,4,32111
134759,4,32111
149340,4,32111
140555,4,32111
128356,4,32111
145598,4,32111
137642,4,32111
149360,4,32111
140926,4,32111
149800,4,32111
137070,4,32111
129054,4,32111
131769,4,32111
149524,4,32111
149578,4,32111
129042,4,32111
145624,4,32111
128884,4,32111
149586,4,32111
149794,4,32111
151412,4,32111
145032,4,32111
141271,4,32111
139126,4,32111
140471,4,32111
152623,4,32111
137072,4,32111
149536,4,32111
129066,4,32111
144990,4,32111
144992,4,32111
149554,4,32111
145576,4,32111
145578,4,32111
141195,4,32111
144994,4,32111
149860,4,32111
152633,4,32111
149564,4,32111
141203,4,32111
141219,4,32111
128316,4,32111
140936,4,32111
139040,4,32111
140832,4,32111
149834,4,32111
134941,4,32111
148982,4,32111
144662,4,32111
151228,4,32111
140763,4,32111
128948,4,32111
144658,4,32111
140717,4,32111
151479,4,32111
139209,4,32111
152453,4,32111
144648,4,32111
137383,4,32111
151189,4,32111
145246,4,32111
129454,4,32111
127254,4,32111
134530,4,32111
134979,4,32111
145190,4,32111
138935,4,32111
152812,4,32111
131704,4,32111
150922,4,32111
137496,4,32111
140721,4,32111
145160,4,32111
151222,4,32111
131690,4,32111
144692,4,32111
145893,4,32111
135230,4,32111
152822,4,32111
138954,4,32111
140739,4,32111
149721,4,32111
149988,4,32111
149986,4,32111
134479,4,32111
137486,4,32111
136738,4,32111
141511,4,32111
140375,4,32111
144684,4,32111
140749,4,32111
140755,4,32111
137494,4,32111
149077,4,32111
131640,4,32111
152830,4,32111
141450,4,32111
141444,4,32111
128910,4,32111
145809,4,32111
141446,4,32111
149735,4,32111
137547,4,32111
145972,4,32111
136748,4,32111
150006,4,32111
145281,4,32111
150002,4,32111
137527,4,32111
138978,4,32111
129413,4,32111
131868,4,32111
176635,3,35495
138964,3,35495
113539,3,35495
111614,3,35495
146998,3,35495
173229,3,35495
173525,3,35495
68539,3,35495
63662,3,35495
63688,3,35495
110948,3,35495
176631,3,35495
68533,3,35495
172239,3,35495
199820,3,35495
173257,3,35495
147030,3,35495
172233,3,35495
104743,3,35495
111578,3,35495
68544,3,35495
199187,3,35495
172231,3,35495
130796,3,35495
176651,3,35495
138846,3,35495
173213,3,35495
176473,3,35495
138504,3,35495
172269,3,35495
172271,3,35495
130916,3,35495
146698,3,35495
138852,3,35495
110884,3,35495
172257,3,35495
138414,3,35495
177061,3,35495
111874,3,35495
176657,3,35495
111876,3,35495
105448,3,35495
176477,3,35495
173153,3,35495
172111,3,35495
147035,3,35495
198079,3,35495
111752,3,35495
199181,3,35495
130788,3,35495
138408,3,35495
104675,3,35495
130822,3,35495
63134,3,35495
105470,3,35495
199346,3,35495
110887,3,35495
173185,3,35495
199209,3,35495
146996,3,35495
173277,3,35495
197809,3,35495
147012,3,35495
173325,3,35495
138544,3,35495
177099,3,35495
172185,3,35495
173435,3,35495
173339,3,35495
172183,3,35495
111261,3,35495
172175,3,35495
173357,3,35495
146600,3,35495
173365,3,35495
111343,3,35495
173381,3,35495
199243,3,35495
130800,3,35495
199241,3,35495
173419,3,35495
63840,3,35495
111316,3,35495
176545,3,35495
113555,3,35495
173393,3,35495
176543,3,35495
111322,3,35495
172153,3,35495
173395,3,35495
147014,3,35495
199235,3,35495
176529,3,35495
173437,3,35495
172191,3,35495
176557,3,35495
130808,3,35495
111124,3,35495
105733,3,35495
172143,3,35495
176627,3,35495
173465,3,35495
67300,3,35495
105474,3,35495
173457,3,35495
111542,3,35495
145420,3,35495
172225,3,35495
111540,3,35495
197989,3,35495
173297,3,35495
68576,3,35495
146648,3,35495
199826,3,35495
138538,3,35495
176597,3,35495
145432,3,35495
130828,3,35495
173313,3,35495
105595,3,35495
111128,3,35495
176565,3,35495
197803,3,35495
111462,3,35495
173439,3,35495
146634,3,35495
199796,3,35495
138462,3,35495
104795,3,35495
172509,3,35495
172815,3,35495
112365,3,35495
177001,3,35495
112383,3,35495
146932,3,35495
105240,3,35495
199536,3,35495
172783,3,35495
172487,3,35495
172753,3,35495
113141,3,35495
176901,3,35495
138927,3,35495
199674,3,35495
146848,3,35495
145277,3,35495
199684,3,35495
176857,3,35495
176909,3,35495
176815,3,35495
172839,3,35495
113286,3,35495
112259,3,35495
104832,3,35495
172457,3,35495
113232,3,35495
104837,3,35495
60616,3,35495
199526,3,35495
176827,3,35495
113176,3,35495
112307,3,35495
172481,3,35495
172827,3,35495
199524,3,35495
177005,3,35495
130834,3,35495
199556,3,35495
172861,3,35495
112893,3,35495
61083,3,35495
112792,3,35495
199666,3,35495
172605,3,35495
146918,3,35495
131624,3,35495
112856,3,35495
130856,3,35495
112759,3,35495
172553,3,35495
112950,3,35495
176973,3,35495
146908,3,35495
112982,3,35495
176967,3,35495
199650,3,35495
112776,3,35495
146890,3,35495
112601,3,35495
138474,3,35495
113029,3,35495
67896,3,35495
130880,3,35495
146872,3,35495
172697,3,35495
172531,3,35495
136112,3,35495
112693,3,35495
172533,3,35495
197871,3,35495
197865,3,35495
105079,3,35495
172657,3,35495
199612,3,35495
146882,3,35495
176979,3,35495
172847,3,35495
172869,3,35495
146706,3,35495
173053,3,35495
173077,3,35495
177043,3,35495
172333,3,35495
173075,3,35495
173061,3,35495
173059,3,35495
173055,3,35495
172345,3,35495
172327,3,35495
146728,3,35495
173047,3,35495
173037,3,35495
173029,3,35495
130892,3,35495
173025,3,35495
173023,3,35495
146976,3,35495
146724,3,35495
105416,3,35495
138878,3,35495
199412,3,35495
172293,3,35495
176715,3,35495
172297,3,35495
138876,3,35495
172299,3,35495
172301,3,35495
146978,3,35495
173087,3,35495
173097,3,35495
199790,3,35495
173095,3,35495
172307,3,35495
130852,3,35495
199782,3,35495
130900,3,35495
172349,3,35495
173019,3,35495
112224,3,35495
172895,3,35495
145242,3,35495
146970,3,35495
199478,3,35495
146772,3,35495
172417,3,35495
172899,3,35495
172425,3,35495
176799,3,35495
112021,3,35495
105366,3,35495
60240,3,35495
145380,3,35495
113304,3,35495
199500,3,35495
68329,3,35495
146776,3,35495
146760,3,35495
113451,3,35495
145398,3,35495
172997,3,35495
136303,3,35495
105408,3,35495
177039,3,35495
173005,3,35495
173003,3,35495
172351,3,35495
172369,3,35495
177033,3,35495
172941,3,35495
199440,3,35495
172989,3,35495
172389,3,35495
199442,3,35495
199446,3,35495
199456,3,35495
172943,3,35495
199786,3,35495
105936,3,35495
176471,3,35495
175893,3,35495
145799,3,35495
175875,3,35495
108752,3,35495
138696,3,35495
106644,3,35495
174847,3,35495
108758,3,35495
108775,3,35495
146120,3,35495
108869,3,35495
174813,3,35495
175865,3,35495
174797,3,35495
175897,3,35495
108885,3,35495
175903,3,35495
106592,3,35495
175909,3,35495
138690,3,35495
65556,3,35495
108901,3,35495
146128,3,35495
198741,3,35495
65621,3,35495
175801,3,35495
138713,3,35495
106820,3,35495
198691,3,35495
198693,3,35495
145841,3,35495
175811,3,35495
198697,3,35495
174949,3,35495
108544,3,35495
175815,3,35495
174935,3,35495
131419,3,35495
174891,3,35495
174927,3,35495
145831,3,35495
145817,3,35495
174923,3,35495
108595,3,35495
174919,3,35495
108635,3,35495
108653,3,35495
174899,3,35495
175863,3,35495
65468,3,35495
175913,3,35495
198801,3,35495
174575,3,35495
198843,3,35495
146184,3,35495
175965,3,35495
174589,3,35495
174587,3,35495
145769,3,35495
174581,3,35495
138674,3,35495
106523,3,35495
199864,3,35495
174571,3,35495
174721,3,35495
174569,3,35495
131462,3,35495
131202,3,35495
174555,3,35495
174547,3,35495
65267,3,35495
109418,3,35495
174521,3,35495
109446,3,35495
174517,3,35495
146180,3,35495
198301,3,35495
198837,3,35495
175951,3,35495
174713,3,35495
175919,3,35495
198309,3,35495
198811,3,35495
198815,3,35495
175931,3,35495
131254,3,35495
146158,3,35495
198825,3,35495
136223,3,35495
174651,3,35495
175941,3,35495
109062,3,35495
109066,3,35495
174639,3,35495
174637,3,35495
65370,3,35495
174625,3,35495
109104,3,35495
146172,3,35495
131431,3,35495
174969,3,35495
106822,3,35495
173555,3,35495
131382,3,35495
146020,3,35495
107906,3,35495
198499,3,35495
175335,3,35495
175331,3,35495
175317,3,35495
107972,3,35495
175559,3,35495
108003,3,35495
131316,3,35495
145943,3,35495
175363,3,35495
198531,3,35495
175587,3,35495
175257,3,35495
175591,3,35495
107202,3,35495
175255,3,35495
108076,3,35495
198535,3,35495
108141,3,35495
175631,3,35495
146016,3,35495
175367,3,35495
198685,3,35495
107561,3,35495
145988,3,35495
107656,3,35495
131361,3,35495
198463,3,35495
145976,3,35495
107603,3,35495
175423,3,35495
175413,3,35495
107752,3,35495
175483,3,35495
107754,3,35495
175529,3,35495
175405,3,35495
175489,3,35495
198459,3,35495
175511,3,35495
198487,3,35495
175389,3,35495
107855,3,35495
198493,3,35495
175513,3,35495
198495,3,35495
198409,3,35495
131305,3,35495
175229,3,35495
65930,3,35495
175745,3,35495
175749,3,35495
175751,3,35495
175757,3,35495
175759,3,35495
146078,3,35495
175043,3,35495
175761,3,35495
198355,3,35495
138726,3,35495
106963,3,35495
145927,3,35495
198349,3,35495
175023,3,35495
138719,3,35495
65762,3,35495
174993,3,35495
174991,3,35495
65698,3,35495
175789,3,35495
174973,3,35495
106832,3,35495
198627,3,35495
175081,3,35495
66006,3,35495
198615,3,35495
107155,3,35495
108257,3,35495
107153,3,35495
175213,3,35495
175663,3,35495
175211,3,35495
175207,3,35495
107096,3,35495
175675,3,35495
175685,3,35495
198567,3,35495
198581,3,35495
175697,3,35495
175161,3,35495
175159,3,35495
175731,3,35495
146066,3,35495
145881,3,35495
198591,3,35495
146072,3,35495
198599,3,35495
198277,3,35495
109468,3,35495
138666,3,35495
146417,3,35495
146406,3,35495
173865,3,35495
176309,3,35495
131528,3,35495
110447,3,35495
176313,3,35495
64754,3,35495
110535,3,35495
66622,3,35495
110560,3,35495
138608,3,35495
198155,3,35495
176321,3,35495
145564,3,35495
173819,3,35495
106026,3,35495
146427,3,35495
176335,3,35495
146437,3,35495
105976,3,35495
105959,3,35495
173797,3,35495
173877,3,35495
176301,3,35495
174497,3,35495
199037,3,35495
176261,3,35495
138626,3,35495
110221,3,35495
198169,3,35495
198165,3,35495
173965,3,35495
198163,3,35495
176283,3,35495
110255,3,35495
138624,3,35495
173931,3,35495
146402,3,35495
173929,3,35495
199039,3,35495
138620,3,35495
173907,3,35495
199049,3,35495
110326,3,35495
173893,3,35495
176297,3,35495
138618,3,35495
173889,3,35495
136162,3,35495
173793,3,35495
146439,3,35495
173609,3,35495
131532,3,35495
176409,3,35495
110794,3,35495
173641,3,35495
173631,3,35495
105841,3,35495
199151,3,35495
105839,3,35495
198103,3,35495
67298,3,35495
145508,3,35495
176361,3,35495
173601,3,35495
198091,3,35495
110862,3,35495
173589,3,35495
173587,3,35495
146562,3,35495
176463,3,35495
173581,3,35495
199173,3,35495
173561,3,35495
130984,3,35495
173661,3,35495
199135,3,35495
146499,3,35495
136279,3,35495
198465,3,35495
110609,3,35495
66897,3,35495
110613,3,35495
199099,3,35495
173765,3,35495
173763,3,35495
173759,3,35495
173747,3,35495
176381,3,35495
110651,3,35495
110657,3,35495
173725,3,35495
110686,3,35495
105884,3,35495
173699,3,35495
173695,3,35495
110739,3,35495
173691,3,35495
105865,3,35495
176259,3,35495
146368,3,35495
146362,3,35495
174283,3,35495
174373,3,35495
174365,3,35495
176099,3,35495
198921,3,35495
106387,3,35495
131162,3,35495
174329,3,35495
138662,3,35495
198239,3,35495
106371,3,35495
146258,3,35495
198969,3,35495
174249,3,35495
198945,3,35495
131134,3,35495
109779,3,35495
174213,3,35495
174197,3,35495
136235,3,35495
176123,3,35495
109798,3,35495
138634,3,35495
174399,3,35495
145700,3,35495
109726,3,35495
176093,3,35495
198879,3,35495
146220,3,35495
176035,3,35495
198883,3,35495
176047,3,35495
198889,3,35495
109616,3,35495
106458,3,35495
198897,3,35495
109667,3,35495
198249,3,35495
146232,3,35495
109671,3,35495
174431,3,35495
109682,3,35495
174417,3,35495
198243,3,35495
66553,3,35495
176087,3,35495
198911,3,35495
176089,3,35495
198223,3,35495
136241,3,35495
176255,3,35495
174041,3,35495
176179,3,35495
131076,3,35495
106190,3,35495
110006,3,35495
198997,3,35495
198999,3,35495
110056,3,35495
199007,3,35495
106136,3,35495
198193,3,35495
198181,3,35495
109881,3,35495
199011,3,35495
106076,3,35495
146337,3,35495
198171,3,35495
174021,3,35495
110108,3,35495
176253,3,35495
146354,3,35495
173997,3,35495
173995,3,35495
174081,3,35495
198995,3,35495
198993,3,35495
176171,3,35495
198973,3,35495
174149,3,35495
109910,3,35495
174133,3,35495
106355,3,35495
198979,3,35495
106351,3,35495
176133,3,35495
174129,3,35495
174127,3,35495
198981,3,35495
174121,3,35495
176137,3,35495
176145,3,35495
176153,3,35495
106306,3,35495
145668,3,35495
198217,3,35495
198987,3,35495
109981,3,35495
109985,3,35495
113668,3,35495
56548,3,35495
138380,3,35495
167450,3,35495
119569,3,35495
119573,3,35495
148930,3,35495
167168,3,35495
129484,3,35495
202015,3,35495
167154,3,35495
119591,3,35495
167140,3,35495
119601,3,35495
129480,3,35495
202045,3,35495
167088,3,35495
167080,3,35495
167070,3,35495
202055,3,35495
202057,3,35495
119619,3,35495
119621,3,35495
119625,3,35495
167044,3,35495
119637,3,35495
167008,3,35495
137789,3,35495
37663,3,35495
202095,3,35495
166988,3,35495
167190,3,35495
167202,3,35495
148923,3,35495
201937,3,35495
201911,3,35495
167440,3,35495
201915,3,35495
167436,3,35495
201921,3,35495
201923,3,35495
119165,3,35495
201925,3,35495
201927,3,35495
201929,3,35495
167402,3,35495
167382,3,35495
119214,3,35495
119438,3,35495
119220,3,35495
167358,3,35495
119303,3,35495
119318,3,35495
167316,3,35495
167310,3,35495
167296,3,35495
148902,3,35495
148909,3,35495
167262,3,35495
167258,3,35495
148911,3,35495
119659,3,35495
202109,3,35495
119681,3,35495
149086,3,35495
136644,3,35495
166717,3,35495
119844,3,35495
166711,3,35495
166709,3,35495
166703,3,35495
166687,3,35495
166663,3,35495
166659,3,35495
166649,3,35495
166625,3,35495
166623,3,35495
166617,3,35495
202189,3,35495
149092,3,35495
119973,3,35495
166546,3,35495
149108,3,35495
120116,3,35495
166516,3,35495
166512,3,35495
166502,3,35495
202303,3,35495
166484,3,35495
149120,3,35495
166476,3,35495
149075,3,35495
149072,3,35495
129447,3,35495
166872,3,35495
119693,3,35495
119703,3,35495
202123,3,35495
202139,3,35495
166912,3,35495
166904,3,35495
129441,3,35495
166898,3,35495
149001,3,35495
202147,3,35495
166888,3,35495
137765,3,35495
149026,3,35495
119836,3,35495
119790,3,35495
166848,3,35495
166842,3,35495
119804,3,35495
166792,3,35495
166779,3,35495
149043,3,35495
166769,3,35495
166753,3,35495
166747,3,35495
149070,3,35495
166743,3,35495
129512,3,35495
119080,3,35495
117985,3,35495
136614,3,35495
118258,3,35495
168226,3,35495
118268,3,35495
118276,3,35495
168208,3,35495
168204,3,35495
201556,3,35495
118278,3,35495
168180,3,35495
168178,3,35495
118284,3,35495
148659,3,35495
118298,3,35495
201560,3,35495
118340,3,35495
148661,3,35495
129741,3,35495
168118,3,35495
129725,3,35495
168104,3,35495
118476,3,35495
168070,3,35495
168050,3,35495
168044,3,35495
118504,3,35495
168038,3,35495
201614,3,35495
148636,3,35495
118232,3,35495
168272,3,35495
201480,3,35495
148560,3,35495
168448,3,35495
168446,3,35495
168440,3,35495
168436,3,35495
201452,3,35495
117997,3,35495
168424,3,35495
168422,3,35495
118006,3,35495
168414,3,35495
168400,3,35495
168374,3,35495
168276,3,35495
168340,3,35495
168338,3,35495
118099,3,35495
201508,3,35495
118133,3,35495
168322,3,35495
118175,3,35495
168308,3,35495
129792,3,35495
168304,3,35495
148622,3,35495
129775,3,35495
129687,3,35495
201620,3,35495
168012,3,35495
201819,3,35495
148795,3,35495
201783,3,35495
167658,3,35495
167654,3,35495
167650,3,35495
118848,3,35495
148801,3,35495
118904,3,35495
167596,3,35495
167594,3,35495
39876,3,35495
118914,3,35495
201823,3,35495
129653,3,35495
148842,3,35495
167552,3,35495
167548,3,35495
201827,3,35495
201833,3,35495
201835,3,35495
201847,3,35495
39439,3,35495
167492,3,35495
129520,3,35495
119053,3,35495
148863,3,35495
148793,3,35495
40404,3,35495
168010,3,35495
167852,3,35495
201622,3,35495
168006,3,35495
201626,3,35495
118528,3,35495
201640,3,35495
167966,3,35495
118544,3,35495
167926,3,35495
42705,3,35495
201672,3,35495
118560,3,35495
118568,3,35495
167844,3,35495
40699,3,35495
201688,3,35495
148751,3,35495
148753,3,35495
201725,3,35495
118746,3,35495
118784,3,35495
167748,3,35495
118794,3,35495
129655,3,35495
41523,3,35495
201765,3,35495
167690,3,35495
120200,3,35495
166463,3,35495
120210,3,35495
166447,3,35495
121282,3,35495
129058,3,35495
165113,3,35495
165109,3,35495
165097,3,35495
165091,3,35495
121306,3,35495
149582,3,35495
129034,3,35495
164997,3,35495
164993,3,35495
164969,3,35495
164967,3,35495
164943,3,35495
203118,3,35495
121409,3,35495
203128,3,35495
121426,3,35495
129017,3,35495
121432,3,35495
137574,3,35495
121444,3,35495
164889,3,35495
203148,3,35495
164879,3,35495
203152,3,35495
164875,3,35495
165121,3,35495
149562,3,35495
129060,3,35495
202984,3,35495
165377,3,35495
165375,3,35495
137618,3,35495
165359,3,35495
165341,3,35495
165333,3,35495
136672,3,35495
165319,3,35495
165307,3,35495
121083,3,35495
